0.111111,0.000000,0.166667,0.555556,0.666667,0.500000,0.200000,0.000000,0.200000,0.400000,0.666667,0.400000,0,0,0,0,0.444444,0.666667,22.500000,9.500000,3184.931810
0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0.000000,0.000000,0.000000,0.800000,0.600000,0.600000,0,0,0,1,0.600000,0.100000,10.000000,30.000000,2084.859105
0.666667,0.800000,0.500000,0.600000,0.666667,0.500000,0.600000,0.800000,0.500000,0.800000,0.800000,0.500000,0,0,1,1,0.222222,0.500000,28.500000,15.500000,267.621857
0.400000,0.333333,0.500000,0.555556,0.500000,0.666667,0.400000,0.400000,0.500000,0.800000,0.400000,0.666667,0,0,0,1,0.700000,0.777778,5.000000,5.000000,2579.752306
0.500000,0.500000,0.428571,0.600000,0.666667,0.500000,0.400000,0.500000,0.400000,0.600000,0.600000,0.500000,0,0,1,0,0.636364,0.400000,6.000000,23.000000,677.738156
0.777778,1.000000,0.666667,0.300000,0.400000,0.333333,0.800000,1.000000,0.800000,0.000000,0.400000,0.400000,0,1,1,0,0.555556,0.545455,15.500000,10.000000,2767.399615
0.555556,0.666667,0.333333,0.200000,0.250000,0.166667,0.600000,0.800000,0.333333,0.200000,0.250000,0.200000,0,0,1,1,0.444444,0.500000,23.000000,16.000000,576.204657
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.400000,0.500000,0.500000,0.600000,0.600000,0.500000,0,1,1,1,0.500000,0.400000,23.000000,23.000000,1022.743529
0.100000,0.000000,0.142857,0.700000,0.571429,0.800000,0.200000,0.000000,0.200000,0.400000,0.600000,0.800000,1,0,0,0,0.400000,0.166667,24.000000,28.500000,1199.567891
0.500000,0.666667,0.428571,0.800000,1.000000,0.600000,0.200000,0.666667,0.200000,0.800000,1.000000,0.600000,0,0,0,0,0.700000,0.400000,6.000000,24.000000,146.915210
0.666667,0.833333,0.333333,0.400000,0.000000,0.800000,0.800000,0.800000,0.333333,0.200000,0.000000,0.800000,0,1,1,0,0.444444,0.700000,24.500000,6.500000,2433.436580
0.400000,0.333333,0.600000,0.500000,0.750000,0.333333,0.600000,0.400000,0.600000,0.600000,0.750000,0.400000,1,0,1,1,0.545455,0.500000,10.500000,17.500000,857.596634
0.100000,0.250000,0.000000,0.500000,0.600000,0.400000,0.200000,0.250000,0.000000,0.600000,0.600000,0.400000,0,0,0,0,0.500000,0.500000,17.500000,17.500000,1738.916530
